,customer_id,company_name,industry,region,signup_date,plan_type,monthly_usage,support_tickets,last_active_date,churn_flag,lifetime_value,nps_score
254,255,Boone Ltd,Technology,North America,6/5/2022,Basic,12,0,6/11/2022,0,313.73,35
255,256,Gonzalez-Pitts,Retail,Europe,6/28/2024,Free,5,0,10/1/2024,1,39.12,45
256,257,"Castillo, Hill and Fuller",Retail,North America,9/17/2022,Pro,21,2,1/4/2023,0,994.31,60
257,258,Hatfield and Sons,Finance,North America,8/18/2024,Free,6,0,11/2/2024,1,50.42,-49
258,259,Thomas and Sons,Healthcare,North America,3/28/2026,Pro,35,2,6/19/2026,0,1094.94,32
259,260,Jenkins LLC,Finance,Europe,8/29/2025,Free,7,0,9/4/2025,1,61.58,7
260,261,Brown and Sons,Logistics,North America,7/23/2025,Free,3,0,11/4/2025,1,10.06,-31
261,262,Hughes Ltd,Finance,North America,11/4/2024,Basic,20,1,11/19/2024,0,365.23,39
262,263,Todd-Howard,Finance,North America,1/23/2025,Basic,13,1,6/9/2025,0,233.97,39
263,264,"Parsons, Meadows and Sims",Logistics,North America,6/27/2022,Basic,19,0,8/1/2022,0,312.08,53
264,265,Owens PLC,Logistics,Europe,11/1/2025,Basic,14,1,11/11/2025,0,257.48,34
265,266,"Garcia, Elliott and Smith",Retail,Latin America,6/10/2022,Pro,33,0,6/21/2022,0,1118.02,25
266,267,Wilson PLC,Logistics,Europe,11/4/2024,Free,4,0,12/30/2024,1,21.33,-8
267,268,Gordon Ltd,Technology,North America,1/15/2024,Basic,12,0,2/14/2024,0,282.96,71
268,269,Rogers-Anderson,Retail,Asia-Pacific,3/7/2026,Basic,17,0,8/21/2026,0,268.61,44
269,270,Johnson Group,Healthcare,Europe,12/7/2024,Free,8,0,1/31/2025,0,43.04,-30
270,271,Hall Ltd,Retail,Latin America,3/29/2025,Pro,39,2,7/6/2025,0,1138.89,5
271,272,Miller-Saunders,Technology,Asia-Pacific,2/5/2024,Free,9,0,3/4/2024,0,67.73,14
272,273,Bonilla LLC,Logistics,North America,1/7/2023,Pro,35,1,1/30/2023,0,1019.57,68
273,274,Vang-Morrison,Healthcare,North America,2/11/2024,Basic,16,0,2/13/2024,0,313.46,70
274,275,"Aguilar, Stewart and Sharp",Finance,Asia-Pacific,12/10/2023,Pro,29,0,2/9/2024,0,932.15,28
275,276,Garcia and Sons,Logistics,North America,7/20/2024,Free,3,0,8/7/2024,1,7.76,2
276,277,"Diaz, Baxter and Snyder",Finance,North America,1/24/2024,Pro,36,2,4/25/2024,0,1073.56,68
277,278,Marks Group,Finance,North America,4/28/2026,Enterprise,53,4,5/13/2026,0,5468.08,57
278,279,Estes LLC,Healthcare,Europe,4/22/2025,Enterprise,61,1,7/4/2025,0,5127.08,58
279,280,"Montgomery, Austin and Meza",Finance,North America,2/11/2023,Pro,35,2,3/13/2023,0,1049.47,37
280,281,"Reyes, Jenkins and Richardson",Technology,North America,6/17/2025,Basic,9,2,9/2/2025,0,244.46,32
281,282,Edwards Inc,Technology,Asia-Pacific,4/7/2025,Pro,37,0,8/11/2025,0,1078.8,72
282,283,"York, Thomas and Terrell",Technology,Asia-Pacific,7/24/2023,Basic,13,1,10/17/2023,0,232.23,27
283,284,Parker-Lucas,Finance,North America,3/1/2024,Basic,12,1,3/30/2024,0,280.13,11
284,285,Williams-Knight,Finance,Europe,8/23/2023,Basic,25,0,12/19/2023,0,372.43,40
285,286,Bartlett-Jimenez,Retail,North America,8/14/2025,Free,4,0,12/8/2025,1,18.46,28
286,287,"Arnold, Stone and Miller",Finance,Europe,2/17/2026,Enterprise,41,2,2/17/2026,0,5176.19,43
287,288,"Mcdaniel, Smith and West",Retail,Asia-Pacific,9/16/2024,Free,3,2,9/16/2024,1,10.55,37
288,289,"Adams, Hamilton and Powell",Retail,North America,9/19/2025,Enterprise,54,3,2/20/2026,0,5209.64,82
289,290,Kim-Patrick,Retail,Europe,3/16/2026,Basic,13,1,4/4/2026,0,228.69,36
290,291,"Baird, Moody and Williams",Technology,Europe,8/31/2022,Enterprise,53,1,11/3/2022,0,5170.02,29
291,292,"Wood, Jones and Baker",Technology,Asia-Pacific,10/23/2025,Free,3,0,6/5/2026,1,27.94,88
292,293,Lopez and Sons,Finance,North America,1/6/2024,Pro,31,1,6/26/2024,0,1036.23,61
293,294,Simmons Ltd,Manufacturing,North America,4/14/2024,Pro,25,2,8/5/2024,0,962.13,32
294,295,Arnold-Henderson,Technology,North America,4/18/2025,Free,6,0,8/31/2025,1,34.16,-53
295,296,"Hernandez, Roberts and Logan",Healthcare,Europe,5/1/2025,Free,10,0,6/6/2025,0,44.07,-4
296,297,Riddle-Smith,Manufacturing,North America,10/24/2023,Basic,11,0,1/12/2024,0,291.54,21
297,298,Diaz Inc,Technology,Latin America,7/19/2022,Pro,36,2,11/2/2022,0,1081.31,22
298,299,Nunez-Willis,Logistics,Asia-Pacific,11/2/2023,Free,5,0,11/8/2023,1,28.96,-31
299,300,Brown Group,Retail,Europe,12/13/2024,Pro,25,0,1/2/2025,0,950.86,35
300,301,Smith and Sons,Healthcare,North America,12/13/2024,Free,5,1,12/23/2024,1,48.54,-14
301,302,"Fritz, Johnson and Spencer",Healthcare,North America,7/4/2025,Free,5,0,12/4/2025,1,27.08,15
302,303,Wolfe Group,Healthcare,Europe,2/25/2026,Basic,11,0,3/11/2026,0,223.79,25
303,304,Austin-King,Manufacturing,Asia-Pacific,9/16/2022,Pro,30,1,11/21/2022,0,1086.59,63
304,305,"Munoz, Patterson and Riley",Healthcare,Europe,6/21/2022,Free,2,0,9/20/2022,1,10.88,33
305,306,Becker-Summers,Retail,Europe,2/20/2023,Pro,26,2,4/29/2023,0,942.78,29
306,307,Garcia-Robertson,Manufacturing,Latin America,2/2/2024,Pro,30,2,2/12/2024,0,1016.71,20
307,308,"Johnson, Owens and Perez",Finance,Europe,5/29/2025,Basic,13,0,9/4/2025,0,280.24,10
308,309,Davila-Delgado,Logistics,North America,11/28/2023,Basic,14,0,12/26/2023,0,273.27,-1
309,310,Mooney-Hutchinson,Manufacturing,North America,1/30/2026,Free,2,0,5/3/2026,1,8.64,10
310,311,"King, Macias and Harmon",Retail,Asia-Pacific,1/15/2025,Basic,17,2,1/17/2025,0,328.93,55
311,312,"Conway, Washington and Rodriguez",Manufacturing,North America,4/25/2023,Pro,28,1,6/24/2023,0,868.82,44
312,313,Welch Inc,Finance,Asia-Pacific,11/2/2025,Free,4,0,12/17/2025,1,18.07,15
313,314,Combs-Martin,Healthcare,Asia-Pacific,3/2/2025,Enterprise,47,2,8/2/2025,0,5316.85,61
314,315,Peterson Ltd,Technology,Europe,11/30/2024,Free,6,0,1/2/2025,1,39.11,-1
315,316,"Cunningham, Davis and Khan",Manufacturing,North America,12/1/2025,Pro,36,2,2/27/2026,0,872.02,39
316,317,Jones Inc,Logistics,Europe,6/22/2022,Free,7,0,8/18/2022,1,29.41,0
317,318,Davis LLC,Logistics,North America,2/18/2026,Basic,18,0,3/13/2026,0,260.51,13
318,319,Guzman-Bradley,Logistics,North America,11/2/2023,Free,1,1,12/6/2023,1,2.52,-44
319,320,Thomas LLC,Manufacturing,North America,1/9/2026,Free,5,0,2/5/2026,1,22.86,-9
320,321,"Valdez, Smith and Cochran",Manufacturing,North America,4/30/2025,Pro,37,1,6/12/2025,0,1164.46,7
321,322,Jacobson Ltd,Technology,Asia-Pacific,7/16/2025,Basic,16,0,9/8/2026,0,270.16,22
322,323,Burch and Sons,Technology,Europe,8/4/2023,Free,6,1,9/14/2023,1,31.92,63
323,324,Trujillo PLC,Finance,Latin America,1/11/2023,Pro,27,3,1/11/2023,0,959.97,43
324,325,"Klein, Hill and Erickson",Manufacturing,North America,4/28/2026,Free,7,0,5/6/2026,1,37.53,29
325,326,"Humphrey, Wallace and Burton",Logistics,North America,9/16/2023,Basic,15,2,7/19/2024,0,309.01,38
326,327,"Wallace, Silva and Tucker",Retail,Europe,2/9/2026,Free,6,0,2/20/2026,1,27.76,69
327,328,"Ortega, Guerrero and Hicks",Finance,North America,5/30/2023,Basic,14,0,9/12/2023,0,276.79,5
328,329,White Ltd,Logistics,Latin America,11/5/2022,Basic,11,1,12/13/2022,0,254.59,19
329,330,"Green, Tate and Adams",Retail,North America,2/26/2023,Enterprise,45,2,4/4/2023,0,5095.48,67
330,331,Johnson-Walker,Retail,North America,3/9/2025,Free,7,1,3/25/2025,1,28.54,34
331,332,Lang and Sons,Finance,North America,4/23/2023,Free,0,0,8/4/2023,1,0,-33
332,333,Winters LLC,Technology,North America,4/28/2024,Free,6,1,8/5/2024,1,12.33,-8
333,334,"Jones, Gonzalez and Salazar",Technology,North America,4/9/2024,Enterprise,43,0,7/28/2024,0,5339.11,50
334,335,Nelson Group,Logistics,North America,5/19/2024,Free,5,0,6/4/2024,1,15.37,1
335,336,Hernandez-Bond,Healthcare,North America,6/19/2025,Basic,13,0,8/7/2025,0,312.29,18
336,337,Bruce-Merritt,Healthcare,Europe,1/1/2025,Enterprise,49,1,3/28/2025,0,5372.96,58
337,338,Montgomery LLC,Technology,Europe,5/30/2022,Free,7,0,6/14/2022,1,17.69,-6
338,339,Phillips-Donovan,Logistics,Latin America,7/5/2025,Free,5,0,7/9/2025,1,21.32,-25
339,340,"Snyder, Alexander and Rodriguez",Finance,Europe,3/6/2024,Free,6,0,8/18/2024,1,21.69,21
340,341,"Franklin, Carter and Fox",Retail,North America,3/30/2026,Free,4,0,7/12/2026,1,10.37,56
341,342,Rivera-Kirby,Logistics,Europe,11/30/2024,Free,5,0,2/21/2025,1,42.24,1
342,343,Hale-Quinn,Manufacturing,Europe,3/1/2023,Basic,21,1,4/2/2023,0,276.25,29
343,344,"Henry, Ortega and Harvey",Retail,North America,4/2/2023,Free,6,0,10/30/2023,1,17.33,-58
344,345,Wolfe-Young,Technology,Europe,8/10/2024,Pro,26,4,8/20/2024,0,934.26,-7
345,346,"Montoya, May and Anderson",Finance,Europe,12/5/2024,Enterprise,56,6,1/20/2025,0,5159.92,41
346,347,Smith Ltd,Finance,Europe,4/23/2024,Basic,15,0,4/27/2024,0,306.39,33
347,348,"Sanchez, Cook and Thomas",Technology,North America,8/16/2022,Basic,18,0,10/10/2022,0,295.56,18
348,349,Dunn LLC,Retail,Asia-Pacific,8/31/2024,Pro,30,0,9/5/2024,0,987.61,79
349,350,"Smith, Becker and Dodson",Finance,Europe,2/5/2023,Free,4,0,5/14/2023,1,37.05,20
350,351,Johnson-Kelly,Finance,North America,2/5/2025,Basic,15,0,2/11/2025,0,300.79,39
351,352,"Williams, Ellis and Ramirez",Technology,Europe,6/4/2024,Enterprise,44,2,10/3/2024,0,5237.38,40
352,353,Brown-Hanson,Finance,North America,2/13/2023,Basic,13,1,5/24/2023,0,239.38,62
353,354,Williams-Barnes,Retail,North America,8/16/2023,Basic,16,0,10/12/2023,0,348.81,40
354,355,Wong Group,Logistics,North America,7/6/2023,Pro,22,1,9/8/2023,0,942.05,24
355,356,Patterson Ltd,Retail,Asia-Pacific,5/4/2026,Free,1,0,9/4/2026,1,2.28,7
356,357,Frank-Lopez,Finance,North America,3/12/2023,Pro,26,4,3/29/2023,0,1005.42,58
357,358,Orr Inc,Logistics,North America,4/16/2024,Basic,17,0,5/31/2024,0,270.03,51
358,359,"Moore, Wright and Flores",Manufacturing,Latin America,4/24/2026,Basic,14,0,5/15/2026,0,237.18,9
359,360,Braun Ltd,Finance,Asia-Pacific,2/28/2023,Free,7,1,3/3/2023,1,64.75,-23
360,361,Rodriguez-Cook,Logistics,Europe,12/7/2025,Free,6,1,1/20/2026,1,18.92,53
361,362,Richardson-Green,Healthcare,North America,10/22/2022,Free,4,0,1/30/2023,1,16.58,6
362,363,Evans Ltd,Finance,North America,1/20/2024,Free,5,0,2/16/2024,1,36.19,9
363,364,Brown and Sons,Technology,North America,11/24/2022,Free,4,0,1/7/2023,1,22.16,33
364,365,Ramirez-Hood,Finance,Europe,1/29/2023,Free,9,0,2/14/2023,0,40.57,10
365,366,"Hayes, Nelson and Crawford",Logistics,Latin America,4/13/2025,Enterprise,52,1,9/7/2025,0,5458.49,58
366,367,Wells LLC,Healthcare,Europe,11/19/2023,Free,6,0,12/17/2023,1,21.25,-47
367,368,Smith Inc,Retail,North America,8/22/2024,Free,3,0,8/27/2024,1,20.91,-5
368,369,Williams-Harrison,Retail,North America,3/17/2026,Free,5,0,4/20/2026,1,41.13,-26
369,370,Lee-Barry,Logistics,Asia-Pacific,2/6/2023,Free,8,0,2/27/2023,0,41.64,59
370,371,Cooke-Arellano,Technology,North America,8/30/2023,Pro,39,5,10/8/2023,0,1139.54,50
371,372,Lopez-Fletcher,Finance,Asia-Pacific,6/13/2025,Basic,16,1,9/25/2025,0,313.55,23
372,373,"Sanchez, Rodriguez and Fisher",Finance,Asia-Pacific,11/3/2023,Enterprise,53,1,11/17/2023,0,5430.12,57
373,374,Turner-Chan,Retail,Asia-Pacific,10/17/2024,Free,8,1,10/18/2024,0,77,-30
374,375,"White, Sanchez and Richardson",Logistics,Europe,2/6/2024,Basic,7,1,4/18/2024,1,240.42,24
375,376,Williams LLC,Healthcare,Europe,9/11/2024,Pro,34,1,12/1/2024,0,976.95,26
376,377,Smith-Thompson,Retail,North America,12/31/2025,Free,4,0,6/24/2026,1,22.22,18
377,378,Jones-Jones,Logistics,Asia-Pacific,5/23/2025,Basic,14,3,6/23/2025,0,265.79,47
378,379,Shields-Davis,Manufacturing,Europe,3/14/2023,Enterprise,49,2,3/17/2023,0,5402.99,59
379,380,"Moran, Austin and Gray",Healthcare,North America,11/18/2024,Basic,14,1,12/4/2024,0,315.49,-18
380,381,"Downs, Rodriguez and Gay",Finance,North America,1/12/2024,Free,6,0,2/22/2024,1,25.06,39
381,382,Bell-Fletcher,Technology,Europe,4/9/2024,Pro,26,0,10/5/2024,0,928.26,42
382,383,"Reynolds, Dixon and Taylor",Technology,Europe,4/14/2025,Enterprise,52,3,6/30/2025,0,5480.74,86
383,384,"Morales, Hopkins and Calhoun",Retail,North America,5/1/2024,Enterprise,60,2,6/11/2024,0,5564.48,80
384,385,Keller-Ballard,Technology,Latin America,9/27/2024,Pro,45,2,12/17/2024,0,892.85,70
385,386,Hendricks-Moore,Logistics,Europe,2/2/2024,Enterprise,64,4,11/3/2024,0,5181.19,44
386,387,Norris-Gonzalez,Healthcare,North America,8/19/2025,Free,7,0,10/2/2025,1,53.51,5
387,388,"Garcia, Martinez and Porter",Finance,Europe,9/3/2022,Free,6,0,10/9/2022,1,58.75,-26
388,389,Williams-Friedman,Manufacturing,Europe,10/20/2022,Free,9,1,10/20/2022,0,51.33,22
389,390,Jones LLC,Technology,North America,10/22/2025,Pro,24,2,1/30/2026,0,968.09,50
390,391,"Smith, Beck and Lester",Healthcare,North America,2/14/2025,Pro,24,0,2/17/2025,0,1011.24,32
391,392,Roberts PLC,Logistics,Asia-Pacific,8/23/2022,Free,10,0,9/7/2022,0,71.72,-3
392,393,"Knight, Drake and Lawrence",Finance,North America,10/3/2023,Pro,37,3,10/4/2023,0,1136.08,68
393,394,Gordon-Gonzalez,Technology,Latin America,1/15/2024,Free,6,1,1/25/2024,1,15.25,2
394,395,"Warren, Fritz and Allen",Healthcare,Europe,12/8/2022,Basic,11,0,1/9/2023,0,223.67,4
395,396,"Salas, Davis and Carroll",Finance,North America,1/17/2025,Free,2,0,4/5/2025,1,14.41,-30
396,397,"Richards, Austin and Conway",Healthcare,Asia-Pacific,5/1/2023,Enterprise,62,5,9/15/2023,0,5416.65,52
397,398,"Lopez, Fox and Olsen",Manufacturing,North America,6/22/2022,Free,3,2,11/1/2022,1,7.36,-24
398,399,Smith and Sons,Retail,North America,2/21/2026,Free,9,0,2/22/2026,0,66.79,20
399,400,Ware-Pierce,Retail,Asia-Pacific,8/1/2022,Free,4,0,8/24/2022,1,25.9,3
400,401,Knapp Ltd,Logistics,Europe,6/10/2022,Basic,12,0,6/25/2022,0,284.82,21
401,402,Perez PLC,Manufacturing,Asia-Pacific,1/17/2026,Basic,11,0,2/16/2026,0,302.68,-8
402,403,"Thomas, Allen and Odonnell",Manufacturing,Asia-Pacific,9/15/2024,Basic,10,1,9/19/2024,0,276.74,37
403,404,"Berry, Glass and Martinez",Finance,Latin America,12/25/2025,Free,5,1,1/15/2026,1,19.06,16
404,405,Olson-Stephens,Manufacturing,Europe,10/1/2023,Basic,13,2,10/30/2023,0,265.41,-11
405,406,Huff Ltd,Technology,North America,8/27/2025,Free,3,0,3/16/2026,1,14.54,-20
406,407,Miller LLC,Finance,North America,5/11/2025,Pro,29,1,5/21/2025,0,957.62,26
407,408,Campbell-Good,Healthcare,North America,9/2/2022,Free,1,0,9/26/2022,1,3.21,1
408,409,Fry Ltd,Logistics,Europe,2/17/2024,Basic,16,1,8/10/2024,0,242.26,-6
409,410,"Lang, Zamora and Alvarez",Healthcare,North America,6/23/2024,Free,8,1,6/30/2024,0,69.88,23
410,411,Rowe-Guerra,Logistics,North America,8/5/2025,Basic,15,0,11/4/2025,0,345.83,92
411,412,Wood-Morris,Finance,North America,6/21/2023,Free,4,0,7/2/2023,1,20.72,83
412,413,Brown PLC,Finance,Asia-Pacific,4/1/2026,Basic,20,0,7/1/2026,0,248.87,-5
413,414,Mitchell-Clark,Technology,North America,11/9/2025,Basic,18,0,11/20/2025,0,356.83,13
414,415,Hernandez and Sons,Manufacturing,Asia-Pacific,9/10/2023,Basic,14,1,12/10/2023,0,279.8,5
415,416,"Keller, Fleming and Zamora",Finance,Europe,6/8/2023,Pro,27,0,1/12/2024,0,867.65,13
416,417,Dunn-Rivas,Technology,Asia-Pacific,1/4/2024,Basic,12,0,2/8/2024,0,263.07,56
417,418,"Ward, Riley and Morrison",Healthcare,North America,2/16/2024,Free,3,0,3/17/2024,1,24.43,28
418,419,"Liu, Keith and Lewis",Manufacturing,Asia-Pacific,8/12/2023,Free,2,0,9/10/2023,1,13.53,-14
419,420,"Hernandez, English and Alexander",Finance,Europe,4/20/2025,Basic,9,0,6/26/2025,0,265.73,66
420,421,Stephens LLC,Logistics,North America,4/2/2024,Enterprise,57,3,6/4/2024,0,5541.7,75
421,422,"Brown, Foster and Davis",Manufacturing,North America,6/27/2024,Enterprise,59,2,8/26/2024,0,5482.61,92
422,423,Davis Inc,Manufacturing,North America,10/1/2023,Pro,30,2,2/14/2024,0,907.03,49
423,424,Miller-Kim,Technology,North America,7/14/2024,Basic,15,1,1/17/2025,0,292.83,2
424,425,Hayden-Bryant,Logistics,North America,5/6/2025,Free,10,1,5/8/2025,0,29.07,44
425,426,Harper PLC,Logistics,North America,9/27/2024,Basic,17,1,11/9/2024,0,263.14,33
426,427,"Logan, Ferguson and Powell",Healthcare,Asia-Pacific,2/14/2024,Free,8,2,2/25/2024,0,20.44,0
427,428,"Williams, Webster and Wilkinson",Finance,North America,9/24/2025,Basic,22,2,2/9/2026,0,313.96,17
428,429,Ramirez-Ward,Technology,North America,12/9/2024,Free,4,0,1/11/2025,1,39.05,10
429,430,"Robinson, Chandler and Green",Manufacturing,Europe,12/31/2025,Pro,18,2,1/4/2026,0,952.43,44
430,431,Hurst-Chambers,Logistics,Asia-Pacific,11/7/2023,Basic,26,1,4/21/2024,0,404.67,30
431,432,"Hines, Hernandez and Edwards",Finance,Asia-Pacific,8/9/2025,Free,3,0,9/12/2025,1,18.34,11
432,433,Martinez and Sons,Logistics,North America,1/1/2024,Free,4,0,1/7/2024,1,30.37,31
433,434,Parker Ltd,Retail,North America,2/26/2026,Free,5,0,3/17/2026,1,38.44,3
434,435,Glover-Sexton,Healthcare,North America,6/20/2023,Basic,10,0,8/5/2023,0,232.9,20
435,436,Peterson-Harrell,Finance,Europe,11/11/2024,Free,4,0,12/7/2024,1,28.53,-16
436,437,Becker LLC,Retail,Europe,6/2/2023,Free,9,0,6/11/2023,0,18.84,-6
437,438,"Edwards, Christian and Hoffman",Retail,Europe,4/10/2025,Free,8,1,5/11/2025,0,51.07,-34
438,439,Munoz-Moore,Healthcare,Asia-Pacific,6/30/2023,Pro,31,0,9/5/2023,0,982.61,31
439,440,Morris and Sons,Retail,Europe,4/5/2024,Free,10,1,5/14/2024,0,26.38,19
440,441,"Schwartz, Flores and Johnson",Technology,North America,5/16/2024,Pro,26,1,5/16/2024,0,985.16,31
441,442,Combs and Sons,Logistics,North America,3/23/2024,Basic,18,2,10/5/2024,0,339.6,17
442,443,Gutierrez-Mcpherson,Logistics,Europe,11/3/2022,Pro,32,2,12/26/2022,0,984.51,100
443,444,"Rose, Crawford and Hayes",Retail,Latin America,2/21/2026,Basic,13,3,6/9/2026,0,283.24,-4
444,445,Brennan LLC,Technology,Europe,3/30/2025,Basic,11,0,4/20/2025,0,226.93,10
445,446,Young Inc,Logistics,North America,2/27/2026,Basic,13,2,4/1/2026,0,285.46,-25
446,447,Green-Wallace,Logistics,Asia-Pacific,9/2/2022,Basic,17,1,2/4/2023,0,300.01,25
447,448,Morales PLC,Healthcare,North America,8/17/2025,Pro,33,3,10/19/2025,0,952.34,0
448,449,"White, Morgan and Williams",Healthcare,Asia-Pacific,2/2/2024,Basic,13,0,4/9/2024,0,288.86,-24
449,450,Murphy Ltd,Manufacturing,Europe,3/27/2026,Free,7,0,7/1/2026,1,54.23,-1
450,451,Horton and Sons,Finance,Asia-Pacific,8/8/2022,Enterprise,65,3,8/19/2022,0,5135.36,48
451,452,Santiago-King,Retail,Latin America,6/3/2023,Free,6,0,9/24/2023,1,54.5,-53
452,453,"Price, Coleman and Perry",Manufacturing,Asia-Pacific,6/20/2022,Enterprise,50,4,8/25/2022,0,5438.72,48
453,454,"Hale, Spence and Duncan",Logistics,Asia-Pacific,2/24/2025,Pro,27,2,3/28/2025,0,1064.72,41
454,455,Lucas and Sons,Healthcare,North America,1/6/2025,Basic,17,2,4/18/2025,0,330.55,-14
455,456,Mcdowell Ltd,Logistics,North America,11/22/2024,Free,2,0,12/17/2024,1,8.86,22
456,457,Martinez and Sons,Manufacturing,North America,7/20/2024,Free,3,0,10/16/2024,1,14.72,35
457,458,Bryant-Hall,Technology,North America,11/7/2024,Pro,23,2,3/15/2025,0,940.11,43
458,459,Barr LLC,Healthcare,Latin America,2/10/2025,Basic,12,1,2/15/2025,0,317.73,3
459,460,Mclaughlin Group,Manufacturing,Asia-Pacific,5/26/2023,Free,1,0,11/18/2023,1,4.14,-62
460,461,Pierce PLC,Manufacturing,North America,12/24/2022,Pro,27,0,1/21/2023,0,880.43,54
461,462,Lester-Lee,Finance,North America,3/9/2024,Free,9,0,5/10/2024,0,21.81,70
462,463,"Henry, Krause and Pugh",Healthcare,North America,10/31/2024,Free,6,2,1/31/2025,1,22.57,17
463,464,Smith and Sons,Healthcare,North America,4/3/2024,Enterprise,48,1,4/18/2024,0,5114.25,43
464,465,"Sandoval, Jones and Russell",Logistics,North America,11/7/2022,Enterprise,50,0,11/26/2022,0,5214.93,62
465,466,Wong Ltd,Retail,Asia-Pacific,7/20/2023,Free,5,1,8/18/2023,1,27.09,-25
466,467,"Day, Clark and Barry",Finance,North America,2/8/2023,Free,4,0,6/3/2023,1,29.97,16
467,468,Vazquez-Lopez,Technology,Asia-Pacific,5/26/2023,Enterprise,60,3,7/20/2023,0,5181.28,57
468,469,Smith-Woodard,Healthcare,Asia-Pacific,12/25/2025,Pro,27,3,2/1/2026,0,907.57,62
469,470,"Sherman, Boone and Wong",Manufacturing,North America,11/2/2025,Free,5,0,12/2/2025,1,45.29,65
470,471,"Green, Reyes and Mccullough",Technology,North America,10/16/2022,Basic,11,0,10/17/2022,0,254.94,2
471,472,Holmes Inc,Finance,North America,9/9/2023,Basic,10,2,12/23/2023,0,232.12,0
472,473,Scott-Gregory,Manufacturing,Asia-Pacific,12/3/2025,Enterprise,49,1,1/1/2026,0,5454.21,41
473,474,Walker-Choi,Retail,Asia-Pacific,1/24/2024,Basic,11,0,2/21/2024,0,307.91,-6
474,475,Morris-Hurley,Healthcare,Europe,9/11/2022,Basic,15,0,12/16/2022,0,277.11,10
475,476,Adkins-Baird,Manufacturing,Europe,3/18/2024,Basic,16,0,4/16/2024,0,331.25,7
476,477,Brown-Hines,Manufacturing,Europe,4/12/2023,Pro,35,2,5/9/2023,0,1060.18,30
477,478,"Jimenez, Pruitt and Williams",Finance,Asia-Pacific,3/6/2023,Pro,27,1,5/8/2023,0,1003.28,34
478,479,Ward Group,Finance,North America,1/22/2026,Free,2,1,1/25/2026,1,8.22,10
479,480,Robinson-Hobbs,Logistics,Latin America,9/21/2023,Pro,34,1,9/26/2023,0,964.58,48
480,481,Burton Group,Manufacturing,Europe,8/13/2025,Free,8,2,8/30/2025,0,19.43,-28
481,482,Baldwin-Mclaughlin,Healthcare,North America,10/18/2025,Pro,22,1,10/26/2025,0,985,33
482,483,Herman-Wilson,Manufacturing,North America,5/24/2023,Free,8,0,6/3/2023,0,65.08,3
483,484,"Chapman, Dennis and Mathis",Finance,Asia-Pacific,4/20/2026,Pro,37,1,4/28/2026,0,1132.11,43
484,485,Ramos Inc,Finance,Europe,11/13/2024,Pro,25,1,12/17/2024,0,957.69,65
485,486,Morris-Kelley,Technology,North America,8/5/2023,Basic,15,1,10/31/2023,0,269.94,10
486,487,Donovan-Watson,Technology,Europe,3/12/2026,Free,3,0,5/19/2026,1,25.06,17
487,488,"Rodriguez, Allen and Johnson",Technology,North America,6/6/2022,Basic,14,3,2/14/2023,0,267.62,46
488,489,Bishop Inc,Healthcare,Asia-Pacific,4/12/2023,Free,6,1,4/19/2023,1,27.61,-46
489,490,Green and Sons,Finance,North America,10/23/2022,Enterprise,45,3,1/5/2023,0,5271.41,46
490,491,Dixon PLC,Retail,Europe,7/30/2023,Free,0,0,9/27/2023,1,0,-51
491,492,Mitchell-Ward,Technology,North America,8/16/2025,Basic,11,0,12/23/2025,0,299.88,11
492,493,"Lucas, Roth and Chavez",Retail,North America,4/4/2024,Pro,28,0,4/6/2024,0,1018.62,55
493,494,Turner Ltd,Healthcare,North America,11/12/2025,Enterprise,48,7,11/22/2025,0,5455.42,51
494,495,"Dunn, Jordan and Perez",Finance,North America,4/28/2025,Free,5,0,7/2/2025,1,39.7,-37
